StudentID,Name,AcademicInterest,ExtracurricularActivities,Skills,Location,YearOfStudy,Major,GPA,Languages,ClubMemberships,ResearchInterests
891,Student 891,Physics,Coding Club,"Problem Solving, Data Analysis, Leadership, Programming, Artistic",San Francisco,Graduate,Biology,3.57,"French, German, Chinese, Japanese, Spanish, English",Art Club,Behavioral Economics
892,Student 892,Physics,Debate Club,Public Speaking,Los Angeles,Graduate,Psychology,2.5,French,"Sports Team, Coding Club, Debate Club, Music Club, Volunteer Group",Sustainable Agriculture
893,Student 893,Computer Science,Sports Team,"Artistic, Data Analysis, Problem Solving, Leadership, Programming",Boston,Sophomore,Biology,3.32,"Spanish, Chinese","Volunteer Group, Music Club, Art Club",Sustainable Agriculture
894,Student 894,Psychology,Music Club,"Problem Solving, Artistic",Los Angeles,Sophomore,Mathematics,3.73,"Chinese, English, Spanish, Japanese, French, German","Coding Club, Debate Club, Art Club, Music Club, Sports Team, Volunteer Group",Quantum Computing
895,Student 895,History,Sports Team,"Problem Solving, Leadership, Programming, Artistic, Data Analysis",San Francisco,Freshman,Mathematics,2.77,"French, Chinese, Japanese","Art Club, Debate Club, Music Club, Volunteer Group",Behavioral Economics
896,Student 896,Biology,Sports Team,"Leadership, Problem Solving, Programming, Public Speaking, Artistic, Data Analysis",Boston,Sophomore,Mathematics,3.48,"French, Chinese, Spanish","Music Club, Art Club",Climate Change
897,Student 897,Physics,Sports Team,"Public Speaking, Problem Solving, Programming, Data Analysis",New York,Junior,Biology,2.5,"French, English","Volunteer Group, Sports Team, Music Club, Debate Club, Coding Club",Social Sciences
898,Student 898,Biology,Coding Club,"Problem Solving, Leadership, Data Analysis, Artistic",San Francisco,Sophomore,Computer Science,2.42,"Japanese, Spanish, French, German, Chinese, English","Coding Club, Sports Team, Art Club, Music Club",Blockchain Technology
899,Student 899,Mathematics,Coding Club,"Artistic, Programming, Data Analysis, Leadership, Problem Solving, Public Speaking",Boston,Senior,Physics,2.07,"Chinese, Spanish","Volunteer Group, Music Club, Art Club",Human-Computer Interaction
900,Student 900,Physics,Music Club,"Leadership, Public Speaking",Houston,Sophomore,History,3.18,"German, French, Chinese, Spanish, Japanese, English","Volunteer Group, Art Club, Sports Team, Coding Club, Music Club",Astrophysics
901,Student 901,Physics,Volunteer Group,"Public Speaking, Data Analysis",Boston,Senior,Biology,3.68,"German, Japanese, Chinese, English, Spanish","Coding Club, Debate Club, Volunteer Group, Sports Team, Music Club, Art Club",Human-Computer Interaction
902,Student 902,History,Debate Club,"Data Analysis, Public Speaking, Leadership, Programming, Problem Solving, Artistic",New York,Freshman,Computer Science,3.48,"Spanish, French, English","Coding Club, Art Club, Music Club, Volunteer Group, Sports Team",Natural Language Processing
903,Student 903,Mathematics,Art Club,Public Speaking,New York,Freshman,Psychology,2.23,"Japanese, Spanish, Chinese, French","Coding Club, Music Club",Nanotechnology
904,Student 904,Mathematics,Coding Club,"Leadership, Programming, Data Analysis, Problem Solving, Public Speaking",Chicago,Freshman,Mathematics,3.29,"English, German","Art Club, Coding Club, Music Club, Sports Team, Volunteer Group",Human-Computer Interaction
905,Student 905,Psychology,Debate Club,"Leadership, Artistic, Problem Solving, Public Speaking, Data Analysis, Programming",Los Angeles,Sophomore,Mathematics,3.5,"French, English, Japanese, Chinese, Spanish, German","Sports Team, Coding Club, Art Club",Nanotechnology
906,Student 906,Psychology,Debate Club,"Data Analysis, Artistic, Problem Solving, Public Speaking, Programming",Boston,Sophomore,Physics,2.92,"German, Spanish, Chinese",Sports Team,Environmental Sustainability
907,Student 907,Mathematics,Art Club,"Data Analysis, Leadership, Public Speaking, Programming, Problem Solving, Artistic",San Francisco,Sophomore,Biology,3.39,"Japanese, German",Music Club,Bioinformatics
908,Student 908,Biology,Volunteer Group,"Artistic, Programming",Boston,Senior,Mathematics,3.32,"English, French","Volunteer Group, Music Club, Sports Team",Artificial Intelligence
909,Student 909,Mathematics,Music Club,"Programming, Leadership, Data Analysis",Boston,Senior,Mathematics,2.74,"Chinese, English, German, Japanese","Sports Team, Debate Club, Volunteer Group, Coding Club, Art Club, Music Club",Space Exploration
910,Student 910,Biology,Art Club,"Public Speaking, Artistic, Programming",San Francisco,Senior,Computer Science,3.7,"English, Chinese","Volunteer Group, Debate Club, Art Club",Educational Technology
911,Student 911,Psychology,Music Club,"Programming, Artistic, Problem Solving, Public Speaking",Los Angeles,Junior,Computer Science,3.69,"French, English, Chinese, German, Japanese",Sports Team,Behavioral Economics
912,Student 912,Psychology,Coding Club,"Public Speaking, Data Analysis, Problem Solving",New York,Sophomore,Psychology,3.73,"Chinese, German, Spanish","Coding Club, Art Club",Astrophysics
913,Student 913,Computer Science,Coding Club,"Data Analysis, Leadership, Problem Solving",Los Angeles,Junior,Psychology,3.45,Japanese,"Coding Club, Art Club, Music Club",Data Science
914,Student 914,Physics,Music Club,Leadership,New York,Junior,Psychology,3.96,"German, Japanese","Coding Club, Sports Team, Volunteer Group",Cybersecurity
915,Student 915,Mathematics,Sports Team,"Data Analysis, Leadership, Programming, Artistic",San Francisco,Sophomore,Biology,2.97,"English, German, Japanese",Debate Club,Space Exploration
916,Student 916,Biology,Volunteer Group,"Programming, Public Speaking",New York,Junior,Physics,3.78,"Spanish, English",Debate Club,Data Science
917,Student 917,Psychology,Volunteer Group,"Artistic, Data Analysis, Public Speaking, Leadership",San Francisco,Junior,Mathematics,3.42,"Chinese, Spanish","Music Club, Art Club, Debate Club, Sports Team, Coding Club",Social Sciences
918,Student 918,Biology,Art Club,"Problem Solving, Artistic, Leadership",Chicago,Junior,Biology,2.15,"Spanish, French, Japanese, Chinese, English",Sports Team,Climate Change
919,Student 919,Psychology,Coding Club,"Data Analysis, Problem Solving, Artistic, Programming, Public Speaking",Los Angeles,Sophomore,Computer Science,3.57,"Spanish, Japanese, German, Chinese, English","Volunteer Group, Sports Team, Music Club, Debate Club, Coding Club, Art Club",Quantum Computing
920,Student 920,Physics,Coding Club,"Artistic, Problem Solving, Data Analysis, Programming, Leadership",Houston,Freshman,Computer Science,2.71,"Japanese, Chinese","Art Club, Music Club",Human-Computer Interaction
921,Student 921,History,Sports Team,"Public Speaking, Artistic",San Francisco,Senior,History,3.55,"English, Japanese, Spanish, French","Music Club, Coding Club",Urban Planning
922,Student 922,Psychology,Coding Club,"Artistic, Programming, Leadership",San Francisco,Graduate,Physics,3.57,"French, Spanish, English, German, Japanese, Chinese","Coding Club, Debate Club, Volunteer Group, Sports Team, Art Club",Cognitive Psychology
923,Student 923,Psychology,Volunteer Group,"Data Analysis, Public Speaking, Artistic",San Francisco,Graduate,Computer Science,2.79,"English, Japanese","Music Club, Coding Club, Sports Team, Volunteer Group",Biomedical Engineering
924,Student 924,History,Sports Team,"Leadership, Artistic, Problem Solving, Programming, Data Analysis, Public Speaking",Chicago,Graduate,Biology,2.29,"German, Spanish, French, English","Debate Club, Sports Team, Music Club, Coding Club, Volunteer Group, Art Club",Renewable Energy
925,Student 925,Physics,Volunteer Group,Data Analysis,San Francisco,Graduate,Computer Science,2.12,"Spanish, Japanese, German, French, English, Chinese","Sports Team, Debate Club, Music Club, Coding Club, Art Club",Biomedical Engineering
926,Student 926,History,Debate Club,"Artistic, Leadership, Data Analysis, Programming, Public Speaking",Boston,Sophomore,Physics,3.57,"Japanese, French, English","Music Club, Coding Club",Cybersecurity
927,Student 927,Biology,Sports Team,"Data Analysis, Leadership, Artistic",Chicago,Senior,Computer Science,2.05,"Japanese, Spanish","Volunteer Group, Sports Team, Coding Club, Music Club, Debate Club, Art Club",Space Exploration
928,Student 928,Mathematics,Debate Club,"Data Analysis, Problem Solving",Boston,Senior,Biology,2.52,Chinese,"Coding Club, Music Club, Volunteer Group, Art Club, Debate Club, Sports Team",Climate Change
929,Student 929,Psychology,Music Club,"Leadership, Programming",Chicago,Senior,History,2.04,"Chinese, Spanish, German, Japanese, English",Debate Club,Quantum Computing
930,Student 930,Computer Science,Debate Club,"Problem Solving, Programming",Boston,Freshman,Psychology,2.08,"Japanese, German, French","Music Club, Volunteer Group, Sports Team, Art Club, Coding Club, Debate Club",Natural Language Processing
931,Student 931,Computer Science,Sports Team,Problem Solving,Chicago,Freshman,Computer Science,2.77,"Spanish, Chinese","Sports Team, Volunteer Group, Art Club, Coding Club",Environmental Sustainability
932,Student 932,Computer Science,Sports Team,"Problem Solving, Public Speaking, Artistic, Data Analysis",Houston,Freshman,Physics,3.82,"English, Japanese, French, Spanish, German, Chinese","Sports Team, Coding Club, Debate Club, Volunteer Group, Art Club, Music Club",Cybersecurity
933,Student 933,Psychology,Coding Club,Problem Solving,Los Angeles,Graduate,Physics,2.94,"English, German","Art Club, Debate Club, Coding Club, Volunteer Group, Sports Team, Music Club",Quantum Computing
934,Student 934,Mathematics,Debate Club,"Leadership, Problem Solving, Artistic, Public Speaking, Data Analysis",New York,Sophomore,Psychology,3.03,"Spanish, English, French, Japanese, Chinese","Volunteer Group, Art Club, Sports Team, Music Club, Debate Club",Blockchain Technology
935,Student 935,History,Debate Club,Leadership,Boston,Junior,Mathematics,2.34,"English, Spanish, Japanese, French, German","Art Club, Sports Team, Music Club, Coding Club, Debate Club, Volunteer Group",Climate Change
936,Student 936,Computer Science,Sports Team,"Data Analysis, Programming, Leadership",Los Angeles,Freshman,Physics,3.91,German,"Sports Team, Debate Club, Volunteer Group, Coding Club, Music Club, Art Club",Natural Language Processing
937,Student 937,Computer Science,Volunteer Group,"Artistic, Problem Solving, Programming",Boston,Freshman,Mathematics,3.96,"English, Spanish, German, Japanese, Chinese","Art Club, Volunteer Group, Music Club",Blockchain Technology
938,Student 938,Mathematics,Coding Club,"Artistic, Programming, Public Speaking",Los Angeles,Senior,Biology,3.04,"Spanish, English, Chinese, French, Japanese",Volunteer Group,Quantum Computing
939,Student 939,Physics,Music Club,Problem Solving,Los Angeles,Graduate,Biology,3.32,"Chinese, English, German, French, Spanish, Japanese","Volunteer Group, Debate Club, Coding Club, Music Club, Art Club",Renewable Energy
940,Student 940,Physics,Volunteer Group,"Leadership, Artistic, Data Analysis",New York,Freshman,History,2.97,"Japanese, French, English",Art Club,Environmental Sustainability
941,Student 941,Physics,Music Club,Artistic,Houston,Sophomore,Biology,2.33,"Spanish, French, Chinese","Volunteer Group, Sports Team, Coding Club, Music Club, Debate Club, Art Club",Biomedical Engineering
942,Student 942,Mathematics,Sports Team,"Leadership, Programming, Artistic, Data Analysis",Los Angeles,Senior,Mathematics,3.23,"English, French, German, Spanish, Japanese","Volunteer Group, Debate Club",Political Science
943,Student 943,History,Debate Club,"Public Speaking, Data Analysis, Programming, Problem Solving, Artistic",Boston,Freshman,History,2.21,"Japanese, English, Chinese, Spanish","Debate Club, Coding Club, Sports Team, Art Club, Music Club, Volunteer Group",Climate Change
944,Student 944,Mathematics,Sports Team,"Leadership, Artistic, Data Analysis",Boston,Junior,Physics,2.73,"Japanese, French, English, Chinese, Spanish, German","Art Club, Debate Club, Sports Team, Music Club, Volunteer Group, Coding Club",Human-Computer Interaction
945,Student 945,Computer Science,Debate Club,"Programming, Public Speaking",Los Angeles,Freshman,Computer Science,3.38,"French, German, Japanese, English, Chinese, Spanish","Art Club, Coding Club",Climate Change
946,Student 946,Psychology,Sports Team,"Leadership, Data Analysis, Problem Solving, Public Speaking, Artistic, Programming",Los Angeles,Sophomore,Mathematics,2.74,"Spanish, French, Japanese","Art Club, Music Club, Coding Club",Climate Change
947,Student 947,Physics,Debate Club,"Problem Solving, Artistic",Los Angeles,Graduate,Biology,2.79,"French, Chinese, Spanish","Art Club, Music Club",Blockchain Technology
948,Student 948,Psychology,Sports Team,"Leadership, Programming",Chicago,Senior,Mathematics,2.33,"German, French, Japanese, English, Spanish, Chinese","Coding Club, Art Club, Music Club",Environmental Sustainability
949,Student 949,Psychology,Sports Team,"Programming, Public Speaking, Problem Solving, Leadership",Boston,Freshman,Biology,2.7,"French, English, Spanish",Music Club,Natural Language Processing
950,Student 950,Mathematics,Art Club,"Data Analysis, Public Speaking, Leadership, Problem Solving",Boston,Sophomore,History,2.11,"Spanish, French","Art Club, Debate Club",Blockchain Technology
951,Student 951,Mathematics,Art Club,"Artistic, Leadership, Problem Solving, Data Analysis, Programming, Public Speaking",Houston,Senior,Biology,2.22,"Japanese, English, French","Art Club, Music Club",Astrophysics
952,Student 952,History,Sports Team,"Data Analysis, Leadership, Public Speaking",Chicago,Junior,Psychology,3.71,"German, Spanish","Music Club, Art Club, Debate Club",Biomedical Engineering
953,Student 953,History,Sports Team,"Leadership, Problem Solving, Public Speaking, Programming, Artistic, Data Analysis",Houston,Sophomore,Physics,3.2,"French, Japanese, Chinese, Spanish, German","Sports Team, Debate Club, Volunteer Group, Coding Club, Art Club",Robotics
954,Student 954,History,Sports Team,"Leadership, Data Analysis, Programming, Artistic",New York,Graduate,Computer Science,3.22,German,Music Club,Nanotechnology
955,Student 955,Mathematics,Sports Team,"Data Analysis, Programming, Problem Solving, Artistic, Leadership, Public Speaking",Los Angeles,Graduate,Psychology,2.61,"Chinese, Spanish, German, French, English",Art Club,Sustainable Agriculture
